id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,CMA-1,CMA-2,CMA-3,CMA-4,CMA-5,TMA-1,TMA-2,TMA-3,TMA-4,TMA-5,TMA-6
536188,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,120,N,Fail,100.0,80.0,0.0,60.0,60.0,73.0,78.0,75.0,82.0,67.0,78.0
536189,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,100.0,100.0,100.0,100.0,60.0,83.0,89.0,87.0,84.0,78.0,87.0
536203,F,West Midlands Region,Lower Than A Level,10-20,35-55,0,60,N,Withdrawn,100.0,80.0,100.0,0.0,0.0,45.0,40.0,40.0,15.0,0.0,0.0
536205,F,South Region,Lower Than A Level,70-80%,0-35,0,60,Y,Pass,80.0,100.0,80.0,0.0,60.0,79.0,74.0,0.0,70.0,60.0,39.0
536216,F,Ireland,Lower Than A Level,0-10%,35-55,0,60,N,Fail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536243,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536270,F,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,100.0,80.0,0.0,0.0,0.0,69.0,83.0,0.0,0.0,0.0,0.0
536442,F,North Western Region,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn,80.0,60.0,20.0,80.0,60.0,60.0,35.0,0.0,0.0,0.0,0.0
536452,F,Wales,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,100.0,100.0,100.0,80.0,100.0,77.0,60.0,73.0,60.0,58.0,62.0
536471,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536510,F,South Region,Lower Than A Level,0-10%,0-35,0,60,Y,Withdrawn,0.0,0.0,0.0,0.0,0.0,65.0,68.0,48.0,0.0,0.0,0.0
536519,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536520,F,Yorkshire Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536551,F,Wales,A Level or Equivalent,0-10%,0-35,0,75,N,Fail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536670,F,Wales,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536722,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,100.0,100.0,100.0,0.0,0.0,60.0,80.0,75.0,0.0,0.0,0.0
536726,F,Scotland,HE Qualification,20-30%,0-35,0,60,N,Fail,100.0,100.0,100.0,100.0,80.0,84.0,65.0,74.0,95.0,69.0,0.0
536856,F,Wales,Lower Than A Level,20-30%,0-35,0,60,N,Fail,80.0,0.0,0.0,0.0,0.0,55.0,73.0,56.0,57.0,0.0,0.0
536900,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,100.0,80.0,100.0,100.0,80.0,80.0,58.0,69.0,0.0,65.0,55.0
537162,F,Wales,Lower Than A Level,50-60%,0-35,0,120,N,Pass,100.0,80.0,100.0,80.0,100.0,87.0,75.0,85.0,0.0,75.0,77.0
537193,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,100.0,80.0,100.0,60.0,80.0,77.0,69.0,63.0,78.0,92.0,93.0
537255,F,North Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,100.0,100.0,100.0,80.0,100.0,80.0,88.0,74.0,82.0,85.0,0.0
537259,M,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,Fail,100.0,100.0,100.0,60.0,60.0,59.0,58.0,45.0,40.0,0.0,65.0
537263,F,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,120,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537320,F,London Region,Lower Than A Level,30-40%,35-55,0,90,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537342,F,South Region,HE Qualification,90-100%,0-35,0,120,N,Distinction,100.0,100.0,100.0,100.0,100.0,85.0,86.0,89.0,82.0,85.0,86.0
537392,F,South Region,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn,80.0,0.0,0.0,0.0,0.0,63.0,63.0,0.0,0.0,0.0,0.0
537414,F,South West Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,100.0,100.0,60.0,100.0,80.0,64.0,69.0,70.0,73.0,74.0,79.0
537433,F,South Region,HE Qualification,20-30%,0-35,0,60,N,Fail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537434,F,Ireland,A Level or Equivalent,20-30%,0-35,0,180,N,Pass,100.0,80.0,80.0,100.0,80.0,88.0,94.0,89.0,89.0,88.0,89.0
537464,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,100.0,100.0,100.0,80.0,100.0,73.0,65.0,81.0,80.0,74.0,83.0
537473,F,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,100.0,80.0,80.0,100.0,60.0,56.0,69.0,78.0,57.0,0.0,66.0
537488,F,South West Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,100.0,80.0,100.0,100.0,100.0,90.0,70.0,73.0,0.0,78.0,86.0
537558,F,South Region,HE Qualification,90-100%,0-35,0,120,N,Distinction,100.0,100.0,100.0,80.0,60.0,87.0,90.0,87.0,95.0,86.0,0.0
537572,F,South West Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,100.0,100.0,100.0,100.0,100.0,76.0,74.0,76.0,76.0,66.0,69.0
537584,F,Ireland,Lower Than A Level,10-20,0-35,0,60,N,Fail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537676,F,East Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537679,F,Yorkshire Region,Lower Than A Level,10-20,35-55,0,120,N,Pass,100.0,100.0,80.0,100.0,100.0,85.0,81.0,80.0,72.0,63.0,79.0
537688,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,100.0,80.0,100.0,100.0,40.0,85.0,61.0,75.0,82.0,74.0,70.0
537704,F,South Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,60.0,80.0,80.0,80.0,60.0,65.0,69.0,62.0,66.0,60.0,0.0
537844,F,North Western Region,Lower Than A Level,0-10%,35-55,0,120,N,Fail,80.0,0.0,0.0,0.0,0.0,75.0,74.0,68.0,0.0,0.0,0.0
537875,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,100.0,100.0,100.0,100.0,100.0,70.0,74.0,76.0,76.0,85.0,88.0
537898,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,100.0,100.0,100.0,100.0,0.0,42.0,61.0,66.0,65.0,73.0,50.0
537905,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction,100.0,100.0,80.0,100.0,100.0,81.0,86.0,83.0,68.0,87.0,89.0
538138,F,North Region,A Level or Equivalent,50-60%,35-55,0,120,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0
538196,M,West Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn,100.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0
538221,F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,80.0,100.0,80.0,100.0,80.0,65.0,70.0,78.0,81.0,65.0,78.0
538232,F,East Midlands Region,Lower Than A Level,20-30%,35-55,0,120,N,Withdrawn,100.0,0.0,0.0,0.0,0.0,77.0,71.0,0.0,0.0,0.0,0.0
538897,F,London Region,A Level or Equivalent,30-40%,35-55,0,120,N,Distinction,100.0,100.0,100.0,100.0,100.0,80.0,85.0,78.0,75.0,85.0,78.0
538942,F,Yorkshire Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,100.0,0.0,100.0,80.0,100.0,78.0,80.0,80.0,82.0,81.0,0.0
538987,F,London Region,HE Qualification,50-60%,35-55,0,60,N,Distinction,100.0,100.0,100.0,100.0,100.0,75.0,74.0,79.0,93.0,95.0,87.0
539041,F,Wales,A Level or Equivalent,70-80%,0-35,1,120,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
539056,F,North Western Region,HE Qualification,60-70%,35-55,0,60,N,Pass,80.0,100.0,80.0,100.0,80.0,73.0,51.0,73.0,58.0,65.0,67.0
539232,F,South East Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn,100.0,100.0,100.0,0.0,0.0,74.0,0.0,82.0,61.0,0.0,0.0
539253,F,Wales,Lower Than A Level,50-60%,0-35,0,60,N,Fail,80.0,100.0,0.0,60.0,0.0,80.0,59.0,68.0,71.0,72.0,0.0
539265,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,100.0,80.0,80.0,100.0,100.0,79.0,75.0,73.0,60.0,0.0,76.0
539303,F,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,100.0,100.0,100.0,80.0,100.0,73.0,84.0,85.0,74.0,65.0,73.0
539345,F,Scotland,HE Qualification,20-30%,0-35,0,60,N,Pass,80.0,60.0,0.0,60.0,100.0,62.0,56.0,72.0,44.0,68.0,74.0
539365,F,London Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass,100.0,100.0,100.0,100.0,100.0,61.0,68.0,82.0,70.0,68.0,78.0
539385,F,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,100.0,100.0,100.0,80.0,100.0,68.0,66.0,70.0,73.0,13.0,74.0
539416,M,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
539418,F,South Region,A Level or Equivalent,60-70%,0-35,0,120,N,Distinction,80.0,100.0,100.0,100.0,100.0,93.0,92.0,93.0,91.0,95.0,97.0
539426,F,London Region,No Formal quals,20-30%,35-55,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
539558,F,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,100.0,100.0,80.0,80.0,80.0,69.0,63.0,63.0,65.0,65.0,68.0
539572,F,London Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,80.0,60.0,40.0,60.0,100.0,45.0,52.0,52.0,58.0,63.0,66.0
539710,F,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
539737,F,Ireland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,80.0,0.0,100.0,80.0,60.0,76.0,77.0,40.0,65.0,82.0,45.0
539891,F,Wales,Lower Than A Level,30-40%,35-55,0,120,N,Withdrawn,100.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0
539962,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,80.0,80.0,80.0,100.0,0.0,55.0,74.0,0.0,40.0,0.0,0.0
540055,F,Yorkshire Region,Lower Than A Level,80-90%,35-55,0,60,N,Distinction,100.0,100.0,100.0,40.0,100.0,86.0,81.0,87.0,81.0,0.0,83.0
540122,M,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540184,F,South Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,80.0,80.0,100.0,100.0,60.0,74.0,83.0,63.0,78.0,65.0,67.0
540511,F,South West Region,HE Qualification,30-40%,35-55,0,60,N,Distinction,100.0,100.0,80.0,80.0,60.0,79.0,74.0,70.0,79.0,81.0,70.0
540513,F,North Western Region,A Level or Equivalent,90-100%,0-35,0,75,N,Pass,80.0,100.0,60.0,100.0,80.0,75.0,77.0,76.0,75.0,75.0,78.0
540530,F,North Western Region,Lower Than A Level,0-10%,35-55,0,120,N,Fail,0.0,100.0,60.0,100.0,60.0,59.0,62.0,64.0,62.0,65.0,63.0
540568,M,North Region,A Level or Equivalent,40-50%,35-55,0,120,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540594,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540607,F,East Anglian Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,100.0,100.0,100.0,100.0,100.0,70.0,65.0,80.0,84.0,0.0,63.0
540614,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,100.0,100.0,80.0,100.0,80.0,70.0,83.0,0.0,81.0,73.0,74.0
540656,F,South Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,100.0,100.0,100.0,80.0,100.0,61.0,62.0,65.0,70.0,72.0,75.0
540750,F,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Pass,100.0,100.0,100.0,80.0,60.0,65.0,81.0,81.0,77.0,70.0,75.0
540767,F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540780,F,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,60,N,Distinction,100.0,100.0,100.0,100.0,100.0,68.0,69.0,86.0,81.0,82.0,85.0
540787,F,South Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0
540826,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,100.0,60.0,100.0,100.0,60.0,85.0,59.0,74.0,0.0,65.0,0.0
540918,F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0
540953,F,South Region,Lower Than A Level,50-60%,0-35,0,120,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541013,F,Scotland,HE Qualification,40-50%,35-55,0,60,Y,Pass,100.0,100.0,80.0,80.0,100.0,62.0,65.0,70.0,74.0,75.0,68.0
541048,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,100.0,0.0,0.0,0.0,0.0,80.0,82.0,70.0,0.0,0.0,0.0
541061,F,South Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541073,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,Y,Pass,100.0,80.0,100.0,80.0,80.0,80.0,87.0,79.0,68.0,93.0,0.0
541113,F,South West Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,100.0,80.0,100.0,100.0,80.0,48.0,43.0,74.0,57.0,0.0,61.0
541196,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,Y,Withdrawn,100.0,0.0,0.0,0.0,0.0,80.0,68.0,0.0,0.0,0.0,0.0
541231,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,90,N,Fail,100.0,100.0,40.0,60.0,0.0,68.0,66.0,72.0,71.0,0.0,0.0
541232,F,East Midlands Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,100.0,100.0,100.0,100.0,100.0,75.0,75.0,70.0,68.0,75.0,75.0
541363,F,Scotland,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,60.0,80.0,40.0,100.0,60.0,67.0,59.0,68.0,15.0,75.0,73.0
541523,F,South East Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,100.0,0.0,100.0,100.0,80.0,90.0,85.0,83.0,78.0,0.0,0.0
541573,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541697,F,North Western Region,No Formal quals,0-10%,0-35,0,60,N,Pass,100.0,60.0,100.0,100.0,100.0,69.0,74.0,78.0,78.0,78.0,80.0
541706,F,Wales,A Level or Equivalent,70-80%,0-35,0,120,N,Fail,100.0,100.0,100.0,100.0,0.0,64.0,82.0,73.0,0.0,0.0,0.0
541709,F,Yorkshire Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541727,F,South East Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541763,F,Ireland,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,40.0,40.0,80.0,0.0,0.0,75.0,78.0,73.0,48.0,0.0,0.0
541764,F,North Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,100.0,80.0,100.0,100.0,100.0,70.0,75.0,62.0,60.0,90.0,75.0
541794,F,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,100.0,100.0,60.0,100.0,100.0,89.0,76.0,77.0,69.0,63.0,86.0
541803,M,Wales,HE Qualification,20-30%,0-35,0,60,N,Fail,100.0,100.0,100.0,100.0,100.0,57.0,70.0,0.0,70.0,57.0,67.0
541808,F,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,100.0,100.0,100.0,100.0,80.0,69.0,74.0,73.0,71.0,68.0,73.0
541822,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,120,N,Distinction,100.0,100.0,80.0,40.0,80.0,80.0,72.0,0.0,78.0,79.0,82.0
541832,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,40.0,60.0,60.0,60.0,40.0,53.0,73.0,70.0,68.0,69.0,75.0
541838,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0
541884,F,Scotland,Lower Than A Level,10-20,0-35,0,60,N,Fail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541973,F,South Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,80.0,60.0,80.0,0.0,0.0,82.0,72.0,81.0,60.0,0.0,0.0
541985,F,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542010,M,Wales,A Level or Equivalent,0-10%,35-55,0,120,N,Withdrawn,100.0,100.0,0.0,0.0,0.0,50.0,41.0,0.0,0.0,0.0,0.0
542012,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0
542081,F,North Western Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542084,F,Wales,Lower Than A Level,40-50%,0-35,0,60,N,Pass,100.0,100.0,100.0,100.0,0.0,67.0,73.0,75.0,71.0,68.0,80.0
542115,F,London Region,Lower Than A Level,30-40%,35-55,0,60,N,Fail,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0
542172,F,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0
542259,F,Scotland,Lower Than A Level,0-10%,35-55,0,60,Y,Withdrawn,100.0,20.0,40.0,40.0,0.0,68.0,0.0,33.0,40.0,55.0,35.0
542260,F,Wales,Lower Than A Level,0-10%,35-55,0,60,Y,Fail,100.0,0.0,0.0,0.0,0.0,70.0,63.0,55.0,0.0,0.0,0.0
542291,F,South East Region,HE Qualification,70-80%,0-35,0,60,N,Pass,100.0,100.0,0.0,80.0,100.0,73.0,79.0,64.0,0.0,89.0,75.0
542396,F,South Region,Lower Than A Level,20-30%,35-55,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0
542543,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,0.0,0.0,0.0,0.0,0.0,40.0,46.0,0.0,0.0,0.0,0.0
542562,F,South East Region,A Level or Equivalent,60-70%,0-35,0,150,Y,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542602,F,North Western Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542613,F,South West Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,100.0,100.0,100.0,100.0,100.0,52.0,55.0,60.0,65.0,0.0,63.0
542622,F,North Western Region,Lower Than A Level,30-40%,35-55,0,60,N,Fail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542663,F,North Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,100.0,100.0,0.0,100.0,0.0,50.0,36.0,39.0,40.0,41.0,0.0
542687,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0
542692,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0
542745,F,East Anglian Region,HE Qualification,30-40%,35-55,0,60,N,Fail,80.0,80.0,80.0,100.0,100.0,69.0,58.0,0.0,0.0,50.0,57.0
542748,F,South East Region,Lower Than A Level,50-60%,0-35,0,60,N,Distinction,100.0,80.0,100.0,100.0,100.0,80.0,95.0,82.0,83.0,85.0,89.0
542760,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542991,F,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,100.0,80.0,0.0,40.0,80.0,50.0,59.0,44.0,0.0,47.0,34.0
543124,F,Wales,A Level or Equivalent,40-50%,0-35,0,60,Y,Pass,100.0,100.0,60.0,100.0,100.0,85.0,79.0,80.0,83.0,83.0,80.0
543140,F,South West Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,100.0,60.0,0.0,0.0,0.0,78.0,50.0,50.0,0.0,0.0,0.0
543165,M,London Region,A Level or Equivalent,60-70%,0-35,0,120,Y,Pass,100.0,100.0,100.0,80.0,100.0,80.0,80.0,78.0,76.0,80.0,85.0
543180,F,Wales,Lower Than A Level,0-10%,0-35,0,60,Y,Pass,80.0,60.0,40.0,40.0,60.0,65.0,61.0,62.0,68.0,65.0,0.0
543199,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543351,F,London Region,No Formal quals,20-30%,0-35,0,60,N,Pass,100.0,80.0,80.0,100.0,100.0,50.0,35.0,67.0,55.0,80.0,76.0
543356,F,Ireland,Lower Than A Level,10-20,35-55,0,120,N,Pass,100.0,100.0,60.0,60.0,100.0,75.0,67.0,72.0,75.0,72.0,78.0
543365,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543408,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,100.0,80.0,0.0,0.0,0.0,80.0,63.0,0.0,0.0,0.0,0.0
543465,F,North Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543473,F,South East Region,Lower Than A Level,80-90%,35-55,0,90,N,Pass,80.0,100.0,100.0,100.0,80.0,77.0,80.0,81.0,82.0,83.0,86.0
543533,F,South East Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,80.0,100.0,60.0,100.0,40.0,25.0,45.0,26.0,0.0,0.0,0.0
543630,F,North Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,80.0,80.0,80.0,60.0,0.0,65.0,58.0,55.0,5.0,0.0,0.0
543719,F,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,100.0,100.0,80.0,100.0,60.0,80.0,78.0,37.0,58.0,45.0,0.0
543853,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,120,N,Pass,100.0,80.0,100.0,100.0,100.0,83.0,73.0,83.0,84.0,80.0,89.0
543864,F,Scotland,Lower Than A Level,10-20,0-35,0,60,N,Fail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543896,F,South East Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543926,F,London Region,Lower Than A Level,20-30%,0-35,0,180,N,Withdrawn,60.0,60.0,0.0,0.0,0.0,60.0,64.0,0.0,0.0,0.0,0.0
543970,F,Scotland,Lower Than A Level,0-10%,0-35,0,60,N,Fail,100.0,100.0,0.0,0.0,0.0,73.0,81.0,75.0,0.0,0.0,0.0
544017,F,Ireland,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,100.0,80.0,80.0,0.0,0.0,60.0,62.0,59.0,0.0,0.0,0.0
544186,M,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Distinction,100.0,100.0,100.0,100.0,100.0,83.0,82.0,89.0,82.0,89.0,85.0
544351,F,North Region,Lower Than A Level,?,0-35,0,120,N,Fail,40.0,100.0,60.0,0.0,20.0,38.0,26.0,37.0,38.0,35.0,37.0
544408,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544435,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544444,F,Wales,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0
544455,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,100.0,80.0,80.0,60.0,40.0,59.0,65.0,53.0,73.0,0.0,59.0
544491,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544500,F,Wales,HE Qualification,0-10%,35-55,0,60,N,Fail,80.0,80.0,80.0,40.0,0.0,70.0,57.0,68.0,0.0,0.0,0.0
544519,F,North Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,80.0,60.0,80.0,60.0,40.0,55.0,52.0,55.0,48.0,36.0,30.0
544532,F,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,80.0,80.0,100.0,100.0,100.0,70.0,74.0,72.0,63.0,79.0,72.0
